roommates,starting_budget_per_person,active_stock_bucket,decisions,mean_active_socks_per_person,greedy_focal_embarrassment_per_day,selected_focal_embarrassment_per_day,greedy_other_average_per_day,selected_other_average_per_day,margin_gain_per_day,focal_delta_per_day,other_delta_per_day,main_below_other_pct,selected_discards_pct,selected_closest_pair_pct,heldout_self_safe_pct,heldout_self_safe_and_others_worse_pct
4,$300,2-<4 socks/person,4,3.5,2350.1071428571427,1182.75,7810.773809523809,7030.261904761905,386.845238095238,-1167.357142857143,-780.5119047619048,50.0,50.0,100.0,100.0,0.0
4,$300,4-<6 socks/person,50,5.11,1.04,1.0071428571428571,0.8185714285714285,0.6595238095238096,-0.12619047619047616,-0.03285714285714285,-0.159047619047619,32.0,70.0,100.0,88.0,18.0
4,$300,6-<10 socks/person,150,7.696666666666666,1.304285714285714,1.3500000000000003,1.5365079365079368,1.516984126984128,-0.06523809523809522,0.0457142857142857,-0.019523809523809495,38.666666666666664,65.33333333333333,96.66666666666667,74.66666666666667,13.333333333333334
4,unlimited,10+ socks/person,43,10.348837209302326,0.14119601328903653,0.08970099667774085,0.11572535991140642,0.10520487264673309,0.04097452934662237,-0.05149501661129567,-0.010520487264673322,25.58139534883721,67.44186046511628,100.0,93.02325581395348,16.27906976744186
4,unlimited,2-<4 socks/person,1,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0
4,unlimited,4-<6 socks/person,93,5.102150537634409,0.10215053763440861,0.0913978494623656,0.1016385048643113,0.07859703020993349,-0.01228878648233487,-0.01075268817204301,-0.023041474654377888,23.655913978494624,67.74193548387096,100.0,92.47311827956989,11.827956989247312
4,unlimited,6-<10 socks/person,133,8.31203007518797,0.13050483351235231,0.1503759398496241,0.12388113139992836,0.11367704976727529,-0.030075187969924803,0.019871106337271766,-0.010204081632653064,23.30827067669173,69.17293233082707,100.0,84.9624060150376,11.278195488721805
6,$0,2-<4 socks/person,14,2.7857142857142856,18398.897959183672,17069.964285714286,22878.25612244898,23548.09693877551,1998.7744897959187,-1328.9336734693877,669.8408163265309,85.71428571428571,57.142857142857146,57.142857142857146,71.42857142857143,28.571428571428573
6,$0,4-<6 socks/person,18,4.9907407407407405,266.3888888888889,528.1626984126983,631.3539682539681,891.5373015873015,-1.5904761904762188,261.7738095238095,260.1833333333334,61.111111111111114,72.22222222222223,94.44444444444444,50.0,5.555555555555555
6,$0,6-<10 socks/person,139,7.583932853717019,2.91983556012333,2.7471736896197334,2.6050359712230224,2.545734840698869,0.1133607399794451,-0.1726618705035971,-0.05930113052415211,33.81294964028777,65.46762589928058,90.64748201438849,72.66187050359713,15.827338129496402
6,$0,<2 socks/person,12,0.986111111111111,42921.10714285714,43313.79166666667,50328.10833333334,52122.97261904762,1402.179761904762,392.684523809524,1794.864285714286,83.33333333333333,50.0,66.66666666666667,75.0,25.0
